year_x,country_name,life_ladder,quality_of_life_index,purchasing_power_index,crime_index,health_care_index,cost_of_living_index,pollution_index,log_gdp_per_capita,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,perceptions_of_corruption,positive_affect,negative_affect
2018,Bosnia and Herzegovina,5.887,124.5,49.2,43.8,53.2,35.7,63.5,9.552,0.836,67.15,0.659,0.913,0.568,0.277
2018,Chile,6.436,124.1,54.1,46.8,65.5,47.7,65.5,10.13,0.89,69.85,0.789,0.816,0.755,0.276
2018,Mexico,6.55,123.5,50.0,52.3,69.7,32.7,66.0,9.917,0.858,65.8,0.816,0.809,0.815,0.213
2018,Argentina,5.793,122.5,55.0,62.6,69.4,33.1,52.3,10.032,0.9,67.05,0.846,0.855,0.732,0.321
2018,Malaysia,5.339,122.1,73.1,60.8,67.6,39.4,63.7,10.197,0.789,65.725,0.875,0.894,0.716,0.2
2018,Georgia,4.659,120.9,33.2,19.9,51.3,28.8,72.5,9.565,0.617,64.575,0.775,0.755,0.479,0.244
2018,Serbia,5.936,119.8,39.9,37.3,52.6,35.4,58.9,9.767,0.853,66.775,0.74,0.864,0.527,0.296
2018,India,3.818,117.5,66.9,42.7,68.3,24.2,75.8,8.77,0.638,60.0,0.89,0.805,0.591,0.357
2018,Panama,6.281,113.1,41.3,46.4,61.4,51.4,62.0,10.346,0.904,68.6,0.861,0.837,0.841,0.223
2018,Lebanon,5.167,111.2,54.0,44.3,65.9,58.1,87.4,9.797,0.829,65.925,0.607,0.907,0.415,0.271
2018,North Macedonia,5.24,110.6,39.8,39.3,59.0,31.6,80.9,9.69,0.849,65.9,0.745,0.91,0.512,0.298
2018,Colombia,5.984,108.4,34.7,51.3,67.5,30.1,61.7,9.577,0.871,68.825,0.851,0.855,0.775,0.301
2018,Indonesia,5.34,107.2,33.0,46.0,62.0,36.2,62.8,9.341,0.809,62.675,0.879,0.868,0.796,0.296
2018,Russia,5.514,104.9,45.4,41.9,57.6,35.5,62.8,10.191,0.909,63.825,0.729,0.865,0.615,0.199
2018,Pakistan,5.472,104.6,38.6,46.7,60.6,20.4,75.9,8.54,0.685,56.625,0.773,0.799,0.47,0.377
2018,Thailand,6.012,103.3,40.9,46.7,79.1,47.5,72.2,9.78,0.873,68.225,0.905,0.907,0.783,0.198
2018,Ukraine,4.662,102.3,32.7,48.9,51.0,27.9,66.6,9.42,0.901,64.175,0.663,0.943,0.55,0.222
2018,Brazil,6.191,100.3,37.4,70.2,54.6,42.8,57.7,9.59,0.882,65.225,0.751,0.763,0.677,0.35
2018,Sri Lanka,4.435,95.3,27.3,41.0,72.3,30.2,57.7,9.529,0.833,66.9,0.859,0.856,0.773,0.302
2018,Philippines,5.869,90.7,29.5,40.8,65.9,35.1,74.5,9.032,0.846,61.975,0.918,0.726,0.756,0.393
2018,Vietnam,5.296,88.8,33.3,48.8,54.5,37.7,87.1,9.173,0.832,65.2,0.909,0.808,0.614,0.191
2018,Kazakhstan,6.008,87.2,38.8,66.5,51.3,29.8,74.3,10.148,0.937,64.6,0.84,0.824,0.611,0.162
2018,Iran,4.278,87.0,37.7,49.3,51.2,35.8,79.3,9.591,0.674,66.15,0.603,0.703,0.482,0.493
2017,Denmark,7.594,197.7,117.5,22.0,77.1,93.3,23.6,10.922,0.952,70.75,0.955,0.181,0.779,0.206
2017,Finland,7.788,195.3,119.4,23.7,75.4,81.7,12.1,10.77,0.964,70.85,0.962,0.192,0.756,0.176
2017,Netherlands,7.459,191.3,109.5,28.9,81.1,82.7,27.2,10.917,0.937,71.25,0.92,0.363,0.729,0.185
2017,Switzerland,7.474,190.8,126.1,21.8,71.7,131.4,23.0,11.143,0.95,72.1,0.925,0.316,0.734,0.196
2017,Austria,7.294,190.2,98.7,20.4,78.8,81.5,22.9,10.9,0.906,70.65,0.89,0.518,0.699,0.18
2017,Germany,7.074,190.0,125.0,36.7,75.4,74.3,27.3,10.879,0.892,70.5,0.841,0.414,0.707,0.196
2017,Australia,7.257,188.7,123.0,42.5,76.2,84.3,24.8,10.787,0.95,70.75,0.911,0.411,0.728,0.225
2017,New Zealand,7.327,182.4,98.6,39.2,72.0,83.4,21.8,10.651,0.955,70.05,0.942,0.222,0.763,0.172
2017,United States,6.992,180.6,127.6,49.6,68.4,73.0,31.7,11.001,0.921,66.35,0.868,0.681,0.755,0.268
2017,Sweden,7.287,176.8,113.0,49.3,70.4,83.7,19.1,10.858,0.914,71.65,0.935,0.239,0.756,0.175
2017,Estonia,5.938,176.4,74.8,20.8,71.3,57.6,17.2,10.429,0.936,68.75,0.862,0.668,0.74,0.16
2017,Norway,7.579,176.3,108.0,43.3,74.7,113.7,20.2,11.067,0.95,71.3,0.953,0.25,0.8,0.203
2017,Japan,5.911,176.0,107.4,13.1,81.7,86.6,41.7,10.632,0.882,73.85,0.849,0.659,0.692,0.176
2017,Slovenia,6.167,175.4,80.3,24.7,64.7,59.6,26.2,10.505,0.928,70.35,0.921,0.829,0.582,0.286
2017,Spain,6.23,174.9,90.7,36.7,77.5,61.8,38.1,10.585,0.903,71.85,0.756,0.791,0.601,0.302
2017,Canada,7.415,173.9,118.9,39.3,70.6,72.5,27.7,10.786,0.934,71.2,0.945,0.362,0.799,0.218
2017,United Kingdom,7.103,171.9,108.5,41.2,74.2,75.8,37.7,10.744,0.937,69.9,0.813,0.419,0.712,0.21
2017,Portugal,5.711,166.7,62.0,34.5,69.5,55.9,30.5,10.406,0.9,70.75,0.905,0.881,0.608,0.294
2017,France,6.635,166.2,101.2,45.3,78.0,83.9,40.4,10.705,0.931,71.9,0.834,0.601,0.716,0.242
2017,Belgium,6.928,164.0,98.9,42.2,80.4,83.3,48.9,10.829,0.922,70.3,0.857,0.543,0.713,0.234
2017,Ireland,7.06,163.5,96.1,43.8,53.0,85.4,28.7,11.261,0.943,70.9,0.905,0.337,0.771,0.213
2017,Croatia,5.343,162.4,59.8,27.0,63.8,55.1,32.7,10.211,0.77,68.25,0.716,0.892,0.618,0.316
2017,Czechia,6.79,162.0,76.3,28.8,75.4,50.1,41.0,10.567,0.901,68.55,0.832,0.867,0.672,0.227
2017,South Korea,5.874,155.4,109.4,35.8,83.4,82.9,52.9,10.62,0.807,72.55,0.538,0.851,0.546,0.235
2017,Slovakia,6.366,155.4,67.3,30.2,64.4,50.4,40.7,10.311,0.913,68.05,0.714,0.92,0.709,0.213
2017,Israel,7.331,152.2,102.3,36.9,74.1,86.5,60.3,10.574,0.916,72.1,0.768,0.793,0.621,0.276
2017,Singapore,6.378,150.5,95.9,16.2,69.6,91.4,33.9,11.465,0.897,73.4,0.926,0.162,0.75,0.179
2017,Lithuania,6.273,149.0,57.3,37.6,66.8,53.2,33.1,10.427,0.926,66.0,0.749,0.79,0.59,0.195
2017,Poland,6.201,146.6,74.4,36.2,62.1,45.2,51.1,10.308,0.882,68.35,0.831,0.639,0.566,0.203
2017,Italy,6.199,146.1,81.1,44.5,68.0,79.1,53.1,10.635,0.92,71.75,0.633,0.867,0.613,0.323
2017,Romania,6.09,144.0,66.2,29.0,54.6,39.7,53.0,10.202,0.811,66.55,0.839,0.926,0.632,0.231
2017,South Africa,4.514,137.9,99.8,75.7,63.0,48.1,62.2,9.543,0.87,55.15,0.787,0.865,0.709,0.268
2017,Greece,5.148,137.4,53.8,39.1,54.2,63.2,52.8,10.261,0.753,70.65,0.438,0.872,0.516,0.333
2017,Hungary,6.065,132.3,50.6,36.5,51.1,48.6,46.6,10.292,0.877,66.9,0.661,0.886,0.644,0.181
2017,Argentina,6.039,131.8,60.2,61.8,71.3,53.7,53.6,10.069,0.907,67.0,0.832,0.841,0.715,0.292
2017,Bulgaria,5.097,129.7,54.4,39.7,52.1,41.2,63.0,9.975,0.942,66.1,0.689,0.911,0.542,0.189
2017,Bosnia and Herzegovina,5.09,129.3,52.4,40.1,55.9,39.3,61.6,9.503,0.775,67.1,0.564,0.923,0.527,0.271
2017,Turkiye,5.607,127.6,53.8,41.1,70.4,41.8,69.4,10.225,0.876,68.05,0.644,0.671,0.393,0.313
2017,Mexico,6.41,126.4,58.2,51.1,68.6,33.6,66.1,9.905,0.8,65.8,0.861,0.801,0.775,0.231
2017,Serbia,5.122,123.5,41.8,37.8,53.4,39.6,56.6,9.718,0.884,66.65,0.685,0.851,0.485,0.326
2017,Chile,6.32,122.7,54.5,46.5,61.9,55.2,66.8,10.108,0.88,69.7,0.79,0.836,0.765,0.291
2017,India,4.046,122.1,79.3,44.2,67.4,26.9,75.9,8.718,0.607,59.7,0.886,0.781,0.579,0.318
2017,Indonesia,5.098,112.9,37.5,44.7,66.0,39.7,60.7,9.3,0.796,62.55,0.865,0.9,0.781,0.319
2017,Colombia,6.157,112.1,38.6,50.7,67.8,35.3,62.5,9.57,0.909,68.65,0.838,0.875,0.79,0.299
2017,Russia,5.579,103.3,51.1,45.2,56.8,43.9,63.3,10.163,0.896,63.45,0.731,0.862,0.651,0.195
2017,Thailand,5.939,101.2,38.6,47.3,80.9,48.9,72.9,9.741,0.877,68.15,0.923,0.884,0.776,0.232
2017,Pakistan,5.831,100.3,41.1,51.2,57.5,25.1,77.5,8.495,0.69,56.35,0.713,0.714,0.489,0.308
2017,Brazil,6.333,100.1,41.6,70.6,52.7,51.3,59.5,9.58,0.905,65.05,0.765,0.794,0.669,0.308
2017,Philippines,5.594,99.1,34.0,40.1,68.2,36.0,72.5,8.987,0.851,61.95,0.926,0.711,0.753,0.341
2017,Ukraine,4.311,96.0,30.2,49.4,50.1,26.0,67.2,9.381,0.858,64.05,0.599,0.937,0.528,0.235
2017,Iran,4.717,92.4,45.6,49.4,51.2,34.6,81.2,9.627,0.714,66.0,0.731,0.715,0.59,0.439
2016,Austria,7.048,190.4,95.7,19.2,80.9,71.5,21.9,10.885,0.926,70.525,0.889,0.524,0.713,0.197
2016,Germany,6.874,189.7,124.9,32.0,76.7,65.5,27.1,10.857,0.906,70.3,0.871,0.446,0.709,0.187
2016,Denmark,7.558,184.9,98.8,21.1,75.4,83.0,26.0,10.9,0.954,70.625,0.948,0.21,0.786,0.208
2016,New Zealand,7.226,184.7,89.9,38.8,70.6,80.8,20.0,10.636,0.937,69.975,0.927,0.278,0.777,0.207
2016,Spain,6.319,183.6,87.9,31.3,76.7,55.0,37.5,10.558,0.942,71.725,0.768,0.819,0.63,0.301
2016,Finland,7.66,182.9,115.0,24.6,74.8,73.1,13.4,10.741,0.954,70.775,0.948,0.25,0.769,0.182
2016,United States,6.804,179.7,123.2,48.8,68.2,75.4,31.2,10.985,0.897,66.475,0.758,0.739,0.737,0.264
2016,Portugal,5.447,178.4,62.7,35.4,70.3,49.2,28.9,10.369,0.905,70.625,0.838,0.922,0.659,0.326
2016,Australia,7.25,176.5,101.9,42.4,74.2,80.7,24.6,10.781,0.942,70.675,0.922,0.399,0.736,0.236
2016,Slovenia,5.937,175.5,78.2,24.1,64.4,53.2,26.4,10.459,0.934,70.175,0.904,0.838,0.597,0.272
2016,Netherlands,7.541,175.2,86.5,29.9,82.5,72.5,27.6,10.894,0.926,71.175,0.907,0.433,0.737,0.215
2016,Switzerland,7.459,173.5,95.3,22.4,71.0,122.1,20.8,11.139,0.928,71.9,0.934,0.302,0.758,0.206
2016,United Kingdom,6.824,172.9,96.9,41.2,74.3,69.5,34.9,10.727,0.954,69.8,0.821,0.458,0.732,0.23
2016,Sweden,7.369,172.7,107.2,46.6,70.6,75.9,17.9,10.846,0.912,71.525,0.918,0.246,0.752,0.201
2016,Estonia,5.65,171.1,68.5,23.0,71.3,49.5,17.7,10.374,0.938,68.525,0.843,0.639,0.657,0.177
2016,Croatia,5.417,170.6,60.7,27.8,65.5,48.0,33.3,10.166,0.798,68.075,0.672,0.884,0.569,0.337
2016,Canada,7.245,167.2,108.0,39.2,69.2,70.2,26.5,10.768,0.924,71.15,0.912,0.385,0.768,0.237
2016,Ireland,7.041,166.9,103.5,45.8,53.3,77.0,27.2,11.186,0.958,70.8,0.875,0.399,0.744,0.211
2016,Cyprus,5.795,166.6,95.9,32.5,54.2,54.1,54.8,10.51,0.786,71.8,0.756,0.898,0.631,0.336
2016,Norway,7.596,165.9,105.6,45.7,74.2,106.3,19.5,11.053,0.96,71.25,0.954,0.41,0.809,0.209
2016,Czechia,6.736,165.4,76.2,30.2,74.1,41.2,41.0,10.519,0.931,68.425,0.85,0.9,0.71,0.201
2016,South Korea,5.971,162.5,102.4,25.3,83.2,75.4,52.7,10.592,0.811,72.275,0.591,0.862,0.583,0.233
2016,Belgium,6.949,160.5,91.0,44.5,78.9,75.4,48.9,10.816,0.929,70.15,0.866,0.497,0.701,0.26
2016,France,6.475,160.3,87.3,43.7,78.6,74.9,40.2,10.685,0.885,71.8,0.787,0.623,0.715,0.27
2016,Israel,7.159,157.9,94.5,29.0,74.8,77.7,61.7,10.552,0.89,71.95,0.772,0.804,0.602,0.263
2016,Slovakia,5.993,152.5,64.7,30.2,62.6,44.9,43.5,10.284,0.945,67.825,0.7,0.917,0.688,0.232
2016,Poland,6.162,150.2,71.8,31.5,61.5,38.1,50.3,10.258,0.917,68.175,0.871,0.848,0.666,0.224
2016,Greece,5.303,148.3,58.2,40.3,53.9,55.9,52.0,10.248,0.803,70.525,0.482,0.898,0.594,0.336
2016,Japan,5.955,147.5,102.5,20.9,78.6,85.3,41.0,10.615,0.9,73.725,0.836,0.698,0.69,0.192
2016,South Africa,4.77,144.7,99.0,75.7,61.7,43.1,63.6,9.536,0.875,54.625,0.774,0.813,0.743,0.301
2016,Romania,5.969,143.0,53.4,27.9,53.1,35.6,50.9,10.117,0.809,66.425,0.822,0.949,0.607,0.258
2016,Italy,5.955,142.5,71.8,44.7,66.3,83.7,51.6,10.617,0.927,71.675,0.624,0.903,0.632,0.339
2016,Argentina,6.427,139.6,58.4,62.6,73.3,52.6,53.3,10.051,0.883,66.95,0.848,0.851,0.732,0.312
2016,Bosnia and Herzegovina,5.181,139.1,51.3,41.0,61.5,35.0,60.7,9.46,0.808,67.05,0.633,0.957,0.566,0.304
2016,Hungary,5.449,138.8,47.5,38.4,53.5,42.8,44.0,10.248,0.9,66.75,0.554,0.924,0.59,0.243
2016,Bulgaria,4.838,138.2,51.4,40.2,54.0,36.5,63.1,9.94,0.926,66.0,0.7,0.936,0.545,0.172
2016,Chile,6.579,136.2,61.3,47.5,61.0,50.1,67.7,10.11,0.841,69.55,0.652,0.858,0.792,0.283
2016,Serbia,5.753,133.4,40.8,38.6,53.9,33.8,55.3,9.692,0.895,66.525,0.614,0.89,0.492,0.298
2016,Lithuania,5.866,130.3,51.7,40.0,68.7,46.7,34.3,10.371,0.938,65.65,0.614,0.949,0.553,0.25
2016,Turkiye,5.326,129.6,55.6,41.1,71.7,38.6,70.5,10.166,0.88,67.875,0.644,0.764,0.414,0.39
2016,Mexico,6.824,129.1,60.1,50.3,70.1,29.8,66.7,9.895,0.893,65.8,0.752,0.809,0.802,0.22
2016,Belarus,5.178,119.2,36.4,22.3,53.8,33.8,39.6,9.792,0.927,65.325,0.658,0.664,0.503,0.182
2016,North Macedonia,5.346,116.4,39.8,38.7,63.5,30.9,83.4,9.652,0.871,65.5,0.706,0.87,0.587,0.292
2016,Colombia,6.234,115.4,37.6,51.7,65.8,34.4,63.9,9.572,0.882,68.475,0.835,0.898,0.77,0.294
2016,Lebanon,5.271,106.2,53.6,49.2,64.3,61.7,85.1,9.755,0.828,65.775,0.657,0.853,0.513,0.263
2016,India,4.179,101.5,76.7,44.0,69.2,25.1,76.5,8.664,0.614,59.4,0.82,0.765,0.646,0.346
2016,Iran,4.653,97.2,43.2,50.9,51.6,38.3,82.5,9.614,0.566,65.85,0.773,0.713,0.592,0.526
2016,Brazil,6.375,96.2,42.4,70.6,51.7,53.1,61.2,9.575,0.912,64.875,0.807,0.781,0.711,0.302
2016,Pakistan,5.549,93.4,39.9,54.4,59.0,27.2,80.1,8.465,0.627,56.075,0.634,0.793,0.503,0.332
2016,Egypt,4.557,91.8,29.4,52.9,43.7,22.4,88.9,9.232,0.809,62.25,0.656,0.818,0.538,0.37
2016,Ukraine,4.029,87.5,26.9,51.3,49.8,26.2,67.3,9.353,0.885,63.925,0.503,0.891,0.55,0.22
2016,Singapore,6.033,86.5,92.7,16.6,69.9,82.4,37.0,11.42,0.925,73.3,0.904,0.047,0.745,0.111
2016,Russia,5.855,85.9,48.3,46.1,56.4,42.0,63.0,10.146,0.911,63.075,0.714,0.925,0.587,0.142
2016,Indonesia,5.136,62.0,27.6,49.7,64.8,41.1,76.4,9.261,0.792,62.425,0.83,0.89,0.748,0.342
2016,Thailand,6.074,57.2,34.3,49.8,80.7,43.7,73.2,9.705,0.908,68.075,0.924,0.878,0.811,0.218
2016,Philippines,5.431,56.9,36.0,39.8,69.2,34.7,70.2,8.938,0.821,61.925,0.908,0.792,0.807,0.29
2016,Vietnam,5.062,36.1,24.8,53.0,47.9,40.1,88.1,9.053,0.876,65.0,0.894,0.799,0.487,0.223
2016,Venezuela,4.041,0.0,3.3,85.3,36.9,38.3,72.9,7.602,0.902,64.925,0.458,0.89,0.676,0.392
2015,Switzerland,7.572,208.5,178.7,25.7,68.9,123.1,23.0,11.13,0.938,71.7,0.928,0.21,0.794,0.166
2015,Denmark,7.514,206.5,142.1,25.7,81.9,84.9,29.9,10.876,0.96,70.5,0.941,0.191,0.801,0.218
2015,New Zealand,7.418,201.1,115.5,36.4,72.6,78.2,19.0,10.622,0.987,69.9,0.942,0.186,0.795,0.16
2015,Germany,7.037,199.7,147.6,33.0,75.8,65.5,29.9,10.843,0.926,70.1,0.889,0.412,0.722,0.203
2015,Australia,7.309,198.8,147.3,43.1,73.7,78.5,22.9,10.77,0.952,70.6,0.922,0.357,0.75,0.21
2015,Austria,7.076,192.4,120.5,24.1,77.8,66.6,30.8,10.876,0.928,70.4,0.9,0.557,0.748,0.164
2015,Netherlands,7.324,192.4,129.3,31.5,70.4,72.1,32.8,10.878,0.879,71.1,0.904,0.412,0.742,0.202
2015,Norway,7.603,188.9,125.8,30.1,74.2,99.8,18.2,11.051,0.947,71.2,0.948,0.299,0.796,0.209
2015,Spain,6.381,186.4,105.3,31.8,75.9,56.1,46.6,10.529,0.956,71.6,0.732,0.822,0.705,0.285
2015,Sweden,7.289,185.8,128.2,43.1,74.3,75.7,18.3,10.838,0.929,71.4,0.935,0.232,0.766,0.191
2015,Finland,7.448,184.0,132.9,28.1,74.4,75.2,17.8,10.716,0.948,70.7,0.93,0.223,0.736,0.191
2015,United States,6.864,184.0,139.2,48.9,67.8,74.1,34.9,10.976,0.904,66.6,0.849,0.698,0.769,0.275
2015,Portugal,5.081,181.2,75.5,35.1,69.0,49.8,31.8,10.346,0.866,70.5,0.8,0.941,0.629,0.371
2015,United Kingdom,6.515,180.2,120.0,43.1,74.0,81.0,35.0,10.713,0.936,69.7,0.833,0.456,0.74,0.219
2015,Canada,7.413,177.2,134.8,39.2,68.6,64.8,29.5,10.769,0.939,71.1,0.931,0.427,0.792,0.286
2015,Japan,5.88,176.1,117.6,19.3,80.4,81.3,34.0,10.607,0.923,73.6,0.832,0.654,0.702,0.176
2015,Slovenia,5.741,175.9,89.8,26.3,58.5,52.2,28.2,10.428,0.901,70.0,0.896,0.892,0.644,0.261
2015,France,6.358,173.6,118.5,44.1,82.2,75.3,46.3,10.677,0.896,71.7,0.817,0.641,0.74,0.215
2015,Croatia,5.205,172.4,67.9,29.5,60.0,48.2,30.4,10.124,0.768,67.9,0.694,0.849,0.57,0.294
2015,Ireland,6.83,171.9,125.7,48.4,50.4,78.0,30.8,11.177,0.953,70.7,0.892,0.409,0.748,0.225
2015,South Korea,5.78,170.3,120.6,14.3,79.0,73.2,49.7,10.567,0.768,72.0,0.616,0.841,0.561,0.244
2015,Czechia,6.608,167.4,90.0,32.1,72.3,41.8,42.5,10.496,0.911,68.3,0.808,0.886,0.689,0.206
2015,Israel,7.079,166.6,115.5,30.6,76.1,75.7,61.5,10.527,0.864,71.8,0.753,0.789,0.652,0.256
2015,Greece,5.623,165.4,79.3,38.5,59.2,54.4,47.2,10.249,0.835,70.4,0.532,0.824,0.637,0.277
2015,Belgium,6.904,162.3,106.7,45.2,78.1,75.4,56.6,10.809,0.885,70.0,0.869,0.469,0.747,0.24
2015,Italy,5.848,159.3,105.7,46.2,67.8,68.8,56.6,10.603,0.909,71.6,0.575,0.913,0.646,0.329
2015,South Africa,4.887,156.7,126.1,78.4,59.6,34.7,63.3,9.539,0.898,54.1,0.862,0.853,0.717,0.161
2015,Poland,6.007,153.6,80.8,31.4,60.0,38.5,49.9,10.228,0.893,68.0,0.793,0.81,0.631,0.24
2015,Chile,6.533,147.3,78.4,42.0,61.1,43.9,67.2,10.105,0.827,69.4,0.769,0.812,0.752,0.333
2015,Bosnia and Herzegovina,5.117,146.7,60.6,42.5,60.5,34.6,57.9,9.417,0.656,67.0,0.631,0.96,0.486,0.286
2015,Romania,5.777,146.1,61.9,29.7,51.4,34.8,50.5,10.083,0.787,66.3,0.796,0.962,0.627,0.312
2015,Bulgaria,4.865,141.6,59.2,41.4,50.9,36.4,60.4,9.903,0.908,65.9,0.637,0.941,0.556,0.214
2015,Hungary,5.344,140.7,56.3,41.9,52.1,41.3,46.7,10.223,0.859,66.6,0.558,0.908,0.65,0.245
2015,Argentina,6.697,138.5,74.9,63.3,73.7,64.1,58.5,10.083,0.926,66.9,0.881,0.851,0.768,0.305
2015,Serbia,5.318,138.3,49.6,43.3,55.9,33.6,55.1,9.654,0.816,66.4,0.546,0.859,0.472,0.303
2015,Turkiye,5.514,137.3,64.1,39.4,73.0,45.1,65.7,10.15,0.851,67.7,0.653,0.806,0.391,0.382
2015,Mexico,6.236,137.0,76.5,50.8,68.1,35.0,64.6,9.88,0.761,65.8,0.719,0.708,0.706,0.237
2015,Lithuania,5.711,134.3,61.3,43.2,67.4,45.6,30.9,10.334,0.929,65.3,0.641,0.924,0.534,0.276
2015,Colombia,6.388,128.5,46.0,48.5,73.2,29.2,64.4,9.562,0.89,68.3,0.791,0.843,0.803,0.292
2015,North Macedonia,4.976,115.0,46.7,38.0,60.0,31.0,85.3,9.625,0.766,65.3,0.66,0.824,0.551,0.299
2015,India,4.342,109.3,89.6,46.6,66.5,24.1,77.0,8.596,0.61,59.1,0.777,0.776,0.657,0.322
2015,Brazil,6.547,101.0,48.7,71.2,51.1,38.9,61.2,9.617,0.907,64.7,0.799,0.771,0.687,0.325
2015,Iran,4.75,96.9,47.7,52.4,49.8,41.1,84.2,9.548,0.572,65.7,0.78,0.699,0.548,0.52
2015,Pakistan,4.823,94.0,43.3,56.6,61.3,26.7,76.6,8.423,0.562,55.8,0.587,0.717,0.469,0.329
2015,Singapore,6.62,93.1,110.5,15.8,69.1,83.7,38.8,11.398,0.866,73.2,0.887,0.099,0.736,0.142
2015,Egypt,4.763,88.8,40.3,56.5,46.6,36.7,96.0,9.21,0.73,62.0,0.659,0.684,0.554,0.344
2015,Russia,5.996,88.3,57.4,47.3,54.1,38.5,64.5,10.146,0.924,62.7,0.685,0.913,0.609,0.13
2015,Ukraine,3.965,85.6,29.7,48.6,49.7,28.6,67.8,9.325,0.909,63.8,0.431,0.952,0.531,0.241
2015,Indonesia,5.043,72.2,35.5,47.0,62.6,36.3,75.1,9.222,0.809,62.3,0.779,0.946,0.796,0.274
2015,Philippines,5.547,65.8,42.9,37.6,72.3,34.7,73.1,8.887,0.854,61.9,0.912,0.755,0.796,0.351
2015,Thailand,6.202,63.8,40.1,42.6,80.8,40.0,71.5,9.675,0.866,68.0,0.885,0.914,0.884,0.174
2015,Malaysia,6.322,63.8,96.3,68.6,66.4,37.5,67.5,10.092,0.818,65.8,0.675,0.838,0.733,0.314
2014,Switzerland,7.493,222.9,146.5,26.8,66.3,126.0,24.1,11.125,0.959,71.64,0.949,0.283,0.788,0.189
2014,Germany,6.984,195.9,111.8,28.5,75.6,76.3,28.3,10.837,0.938,70.08,0.899,0.474,0.739,0.188
2014,Sweden,7.239,193.9,110.9,42.1,76.3,82.9,15.1,10.805,0.933,71.36,0.945,0.25,0.793,0.208
2014,United States,7.151,192.5,126.1,50.0,67.8,76.5,31.4,10.956,0.902,66.62,0.866,0.702,0.786,0.281
2014,Finland,7.385,190.2,101.2,29.5,69.4,89.7,14.9,10.714,0.952,70.48,0.933,0.265,0.766,0.199
2014,Denmark,7.508,190.2,105.7,25.7,79.3,100.6,31.8,10.86,0.956,70.28,0.942,0.237,0.78,0.233
2014,Austria,6.95,182.6,104.6,26.2,78.4,76.9,34.0,10.877,0.899,70.3,0.885,0.567,0.721,0.17
2014,Australia,7.289,180.8,110.4,42.2,71.9,99.3,21.6,10.763,0.924,70.52,0.923,0.442,0.74,0.245
2014,Canada,7.304,177.6,105.1,37.5,69.6,81.8,27.3,10.77,0.918,71.04,0.939,0.442,0.791,0.259
2014,New Zealand,7.306,175.5,91.0,39.8,72.6,93.7,17.6,10.605,0.942,69.88,0.932,0.273,0.807,0.199
2014,Norway,7.444,175.1,96.3,31.2,75.5,118.6,23.7,11.041,0.941,71.0,0.956,0.405,0.802,0.194
2014,Japan,5.923,168.3,98.2,20.2,87.1,80.4,38.2,10.59,0.9,73.48,0.838,0.617,0.687,0.189
2014,Netherlands,7.321,166.8,102.0,35.4,67.2,86.0,35.0,10.863,0.909,71.06,0.91,0.457,0.776,0.221
2014,United Kingdom,6.758,156.9,98.1,42.0,73.9,92.2,34.0,10.698,0.91,69.64,0.857,0.484,0.74,0.251
2014,Cyprus,5.627,154.9,71.0,31.6,78.4,72.5,32.9,10.412,0.77,71.44,0.715,0.868,0.661,0.397
2014,Ireland,7.018,148.9,95.7,49.1,49.5,92.1,28.0,10.969,0.968,70.58,0.922,0.406,0.736,0.229
2014,Estonia,5.556,144.6,51.4,28.1,73.1,61.2,15.5,10.325,0.917,68.02,0.773,0.652,0.62,0.203
2014,France,6.467,139.3,92.6,49.7,82.6,88.4,45.9,10.669,0.878,71.6,0.803,0.656,0.759,0.216
2014,Belgium,6.855,136.0,86.2,42.0,77.9,87.2,53.8,10.794,0.944,69.84,0.861,0.512,0.744,0.252
2014,Spain,6.456,134.9,76.7,33.9,73.2,65.7,46.3,10.49,0.948,71.48,0.738,0.854,0.683,0.335
2014,Slovenia,5.678,134.5,64.2,28.7,53.9,65.1,31.4,10.407,0.908,69.84,0.888,0.909,0.594,0.291
2014,Portugal,5.127,129.2,58.2,35.8,65.6,58.2,32.6,10.324,0.862,70.26,0.847,0.941,0.663,0.358
2014,Czechia,6.484,127.5,68.1,32.9,67.2,48.5,42.9,10.445,0.878,68.18,0.8,0.897,0.638,0.235
2014,Israel,7.401,120.4,88.2,30.4,76.4,79.3,65.2,10.523,0.889,71.72,0.707,0.818,0.567,0.271
2014,South Korea,5.801,120.0,85.8,18.0,78.1,82.9,77.1,10.544,0.738,71.78,0.623,0.834,0.575,0.283
2014,Lithuania,6.126,112.9,46.9,36.7,70.1,52.8,29.6,10.304,0.908,65.1,0.508,0.956,0.565,0.287
2014,Croatia,5.381,112.3,50.5,29.3,57.3,58.9,32.8,10.091,0.646,67.78,0.519,0.918,0.545,0.286
2014,Singapore,7.062,111.3,75.4,17.6,66.1,93.6,40.4,11.381,0.822,73.02,0.835,0.133,0.774,0.18
2014,South Africa,4.828,110.9,101.8,78.4,60.1,45.6,65.2,9.546,0.881,53.2,0.794,0.82,0.73,0.243
2014,Poland,5.75,109.7,63.5,33.0,58.0,45.1,50.6,10.184,0.924,67.82,0.875,0.898,0.681,0.223
2014,Slovakia,6.139,109.1,56.0,33.3,57.3,51.6,47.9,10.216,0.924,67.38,0.635,0.914,0.619,0.267
2014,Italy,6.027,101.0,79.4,47.5,65.8,82.7,57.7,10.594,0.898,71.5,0.624,0.92,0.659,0.356
